datetime,open,high,low,close,volume,symbol
2025-01-31 15:30:00,234.31000,236.5,233.74,235.86000,8379858,AAPL
2025-01-31 15:00:00,234.11501,234.46,233.55499,234.28999,3861450,AAPL
2025-01-31 14:30:00,235.15500,235.27991,233.44000,234.13000,4084120,AAPL
2025-01-31 14:00:00,235.28000,235.93,234.47000,235.13499,3728019,AAPL
2025-01-31 13:30:00,236.42999,236.86000,235.07,235.25999,3652295,AAPL
2025-01-31 13:00:00,238.32001,238.53990,236.12,236.42500,4707925,AAPL
2025-01-31 12:30:00,239.75,239.80099,238.30000,238.31000,3114153,AAPL
2025-01-31 12:00:00,238.92000,239.82001,238.74001,239.74001,2889592,AAPL
2025-01-31 11:30:00,238.97000,240.050003,238.75999,238.92999,3333346,AAPL
2025-01-31 11:00:00,240.91000,241.11,238.59000,238.94901,4937438,AAPL
2025-01-31 10:30:00,240.90500,241.43,240.0099945,240.95000,5232351,AAPL
2025-01-31 10:00:00,241.58000,243.24500,240.55000,240.94360,7393289,AAPL
2025-01-31 09:30:00,247.039993,247.19000,241.35001,241.60500,19941106,AAPL
2025-01-30 15:30:00,239.58000,239.85500,237.24001,237.56000,6836079,AAPL
2025-01-30 15:00:00,239.86501,240.050003,239.45500,239.58000,2837173,AAPL
2025-01-30 14:30:00,239.25,239.96,239.21001,239.86501,1961950,AAPL
2025-01-30 14:00:00,239.64900,239.64900,238.93100,239.25,1736483,AAPL
2025-01-30 13:30:00,238.44000,239.67000,238.44000,239.64999,1623728,AAPL
2025-01-30 13:00:00,238.39000,238.76860,238.28999,238.45000,1325501,AAPL
2025-01-30 12:30:00,238.029999,238.55000,237.90500,238.39500,1358471,AAPL
2025-01-30 12:00:00,238.77000,238.88000,237.81000,238.029999,1664160,AAPL
2025-01-30 11:30:00,238.18440,238.87,238.01,238.78000,1562290,AAPL
2025-01-30 11:00:00,238.085007,238.49001,237.21001,238.16000,4364151,AAPL
2025-01-30 10:30:00,238.46001,239.03,238.059998,238.059998,1855322,AAPL
2025-01-30 10:00:00,239.42000,239.42000,238.089996,238.46001,2708582,AAPL
2025-01-30 09:30:00,238.66499,240.78999,238.41000,239.42000,6092343,AAPL
2025-01-29 15:30:00,239.059998,239.85500,238.72000,239.35001,5064524,AAPL
2025-01-29 15:00:00,238.070007,239.24001,237.69000,239.050003,2619509,AAPL
2025-01-29 14:30:00,236.44000,238.28999,236.34500,238.080002,2266678,AAPL
2025-01-29 14:00:00,236.97000,237.22000,236.31000,236.44501,1452824,AAPL
2025-01-31 15:30:00,203.57001,204.50999,203.41010,204.0099945,3994864,GOOGL
2025-01-31 15:00:00,204.28000,204.28000,203.35001,203.56500,1541973,GOOGL
2025-01-31 14:30:00,204.97000,205.20000,203.94000,204.29500,1610643,GOOGL
2025-01-31 14:00:00,205.059998,205.47000,204.59000,204.97000,1518236,GOOGL
2025-01-31 13:30:00,204.89000,205.27000,204.33501,205.080002,1419560,GOOGL
2025-01-31 13:00:00,204.72000,205.48000,204.53999,204.89000,1596784,GOOGL
2025-01-31 12:30:00,204.53999,204.89999,204.22000,204.71001,911489,GOOGL
2025-01-31 12:00:00,204.68581,204.73000,204.27000,204.53000,898800,GOOGL
2025-01-31 11:30:00,204.44000,205.17000,204.39999,204.69000,1265560,GOOGL
2025-01-31 11:00:00,204.82500,205.12000,204.35001,204.44431,1668400,GOOGL
2025-01-31 10:30:00,204.22000,204.89999,204.14000,204.82500,1324976,GOOGL
2025-01-31 10:00:00,204.67999,205.020004,203.74001,204.24001,2216730,GOOGL
2025-01-31 09:30:00,202,204.83000,201.82500,204.70250,4443234,GOOGL
2025-01-30 15:30:00,201.065002,201.30499,200.24001,200.88000,3528306,GOOGL
2025-01-30 15:00:00,200.60001,201.37990,200.60001,201.059998,1201676,GOOGL
2025-01-30 14:30:00,200.31500,200.69000,200.029999,200.60500,644081,GOOGL
2025-01-30 14:00:00,200.52000,200.64999,200.050003,200.31500,888301,GOOGL
2025-01-30 13:30:00,199.79430,200.64999,199.74150,200.53000,962598,GOOGL
2025-01-30 13:00:00,199.48000,200,199.36000,199.78500,596935,GOOGL
2025-01-30 12:30:00,199.39000,199.69470,199.16499,199.5,499956,GOOGL
2025-01-30 12:00:00,200.12000,200.12000,199.27600,199.36000,717185,GOOGL
2025-01-30 11:30:00,199.53000,200.30000,199.44000,200.10500,967045,GOOGL
2025-01-30 11:00:00,197.89999,199.55000,197.67000,199.55000,1163878,GOOGL
2025-01-30 10:30:00,199.89000,200.029999,197.89000,197.93500,1302450,GOOGL
2025-01-30 10:00:00,200.60001,200.62000,199.57001,199.89999,2041566,GOOGL
2025-01-30 09:30:00,198,201.39999,197.94000,200.61000,5108987,GOOGL
2025-01-29 15:30:00,196.45000,196.57001,194.94501,195.39000,1999436,GOOGL
2025-01-29 15:00:00,196.17000,196.78500,195.85001,196.42000,1050336,GOOGL
2025-01-29 14:30:00,195.17999,196.42999,195.029999,196.17000,1017581,GOOGL
2025-01-29 14:00:00,195.020004,195.42999,194.70000,195.20000,751106,GOOGL
2025-01-31 15:30:00,237.22000,239.19,237,237.59000,3892777,AMZN
2025-01-31 15:00:00,238.15500,238.155,236.96,237.20000,1462468,AMZN
2025-01-31 14:30:00,238.5,238.78,236.92999,238.18500,1386315,AMZN
2025-01-31 14:00:00,238.66710,238.97000,237.95000,238.51500,1245139,AMZN
2025-01-31 13:30:00,239.57001,239.63499,238.17999,238.67000,1439139,AMZN
2025-01-31 13:00:00,239.42000,240.28999,239.10001,239.63000,1944238,AMZN
2025-01-31 12:30:00,239.84000,239.87990,239.25,239.41000,854402,AMZN
2025-01-31 12:00:00,239.59000,239.84,238.58000,239.82001,1257968,AMZN
2025-01-31 11:30:00,238.82001,239.83000,238.66,239.58000,1380749,AMZN
2025-01-31 11:00:00,239.28000,239.48000,238.46001,238.82500,1570743,AMZN
2025-01-31 10:30:00,238.11000,239.45,238.1,239.30251,1997248,AMZN
2025-01-31 10:00:00,239.22501,239.64000,237.80000,238.13499,2361434,AMZN
2025-01-31 09:30:00,236.59500,239.73000,236.46500,239.24001,6638704,AMZN
2025-01-30 15:30:00,235.94000,236.19501,234.34000,234.60001,3495119,AMZN
2025-01-30 15:00:00,235.96001,236.20889,235.71001,235.94150,1134831,AMZN
2025-01-30 14:30:00,235,235.97,234.89,235.95000,954743,AMZN
2025-01-30 14:00:00,235.65500,235.66000,234.87000,235,827910,AMZN
2025-01-30 13:30:00,234.75999,235.74001,234.67000,235.64999,975507,AMZN
2025-01-30 13:00:00,234.42000,234.94000,234.33000,234.72000,727899,AMZN
2025-01-30 12:30:00,234.37000,234.70000,234.13870,234.41000,783805,AMZN
2025-01-30 12:00:00,235.13499,235.755,234.042801,234.36000,1201639,AMZN
2025-01-30 11:30:00,233.97000,235.39,233.46001,235.14000,1503074,AMZN
2025-01-30 11:00:00,233.20000,234.13000,232.22000,233.97000,3334140,AMZN
2025-01-30 10:30:00,235.36000,236.13000,233.23050,233.23050,2018741,AMZN
2025-01-30 10:00:00,237,237.029999,235.25,235.35001,2021397,AMZN
2025-01-30 09:30:00,237.31000,237.95000,234.55000,237.0099945,6043182,AMZN
2025-01-29 15:30:00,237.98000,238.28000,236.31000,237.050003,2698234,AMZN
2025-01-29 15:00:00,237.75999,238.12950,236.75999,237.98000,1414853,AMZN
2025-01-29 14:30:00,236.70000,238.30000,236.14999,237.78000,1898588,AMZN
2025-01-29 14:00:00,237.57001,237.73000,236.70000,236.71001,1249539,AMZN
2025-01-31 15:30:00,687.039978,690.15997,685.58002,689.16998,1853222,META
2025-01-31 15:00:00,690.76001,690.86499,686.75,686.92999,968522,META
2025-01-31 14:30:00,692.87750,693.70001,688.29999,690.86322,1053796,META
2025-01-31 14:00:00,697.37671,698.35,692.21997,692.88501,1102575,META
2025-01-31 13:30:00,694.59003,697.59637,692.84998,697.30011,824393,META
2025-01-31 13:00:00,697.91998,699,694.11,694.59998,724001,META
2025-01-31 12:30:00,699.50500,699.76501,696.59998,697.91998,669422,META
2025-01-31 12:00:00,702.375,702.5,698.57001,699.48077,688105,META
2025-01-31 11:30:00,699.97998,702.79999,698.29578,702.5,880470,META
2025-01-31 11:00:00,699.81000,701.27002,698.78998,699.98840,814780,META
2025-01-31 10:30:00,701.95001,703.74573,699.12000,700.015015,1237791,META
2025-01-31 10:00:00,703.88000,704.070007,695.58002,701.95001,1934348,META
2025-01-31 09:30:00,691.69000,705.29993,689.75,703.84497,4337695,META
2025-01-30 15:30:00,690.76770,690.95721,684.5,686.98999,1943951,META
2025-01-30 15:00:00,689.15002,693.33990,689.15002,690.80499,1206850,META
2025-01-30 14:30:00,685.83002,689.98,685.26001,689.13000,719572,META
2025-01-30 14:00:00,688.97998,689.15997,684.5,685.81378,678075,META
2025-01-30 13:30:00,687.21002,690.77002,686.81000,689.070007,627698,META
2025-01-30 13:00:00,688.5,690.15997,685.5,687.42999,719591,META
2025-01-30 12:30:00,689.46997,690.97992,687,688.66998,674939,META
2025-01-30 12:00:00,690.10999,692.40002,688.55011,689.034424,1058950,META
2025-01-30 11:30:00,688.45001,693.84998,687.080017,690.44000,2114111,META
2025-01-30 11:00:00,688.47998,690,676.099976,688.37000,3419618,META
2025-01-30 10:30:00,703.54999,704.15997,686.51001,688.29498,2752306,META
2025-01-30 10:00:00,706.52002,707.87,699,703.34009,2713352,META
2025-01-30 09:30:00,696.82001,710.78998,687.42999,706.10999,8994533,META
2025-01-29 15:30:00,680.46002,680.94000,671.70007,676.63000,2415067,META
2025-01-29 15:00:00,677.26001,681.045898,676.58002,680.15997,1192174,META
2025-01-29 14:30:00,671.45502,679.38989,670.58002,677.43500,1235901,META
2025-01-29 14:00:00,673.88000,675,671.35999,671.45502,994471,META
2025-01-31 23:30:00,82466.63,82579.75,82313.83,82541.64,,BTC/GBP
2025-01-31 23:00:00,82405.74,82468.29,82223.92,82468.29,,BTC/GBP
2025-01-31 22:30:00,82538.59,82651.17,82286.19,82429.48,,BTC/GBP
2025-01-31 22:00:00,82370.36,82550.94,82191.11,82547.65,,BTC/GBP
2025-01-31 21:30:00,81917.1,82370.18,81885.95,82369,,BTC/GBP
2025-01-31 21:00:00,81885.89,82116.22,81857.98,81921.52,,BTC/GBP
2025-01-31 20:30:00,82099.4,82391.18,81831.73,81929.27,,BTC/GBP
2025-01-31 20:00:00,82301.08,82447.06,81927.44,82093.9,,BTC/GBP
2025-01-31 19:30:00,82557.05,82672.11,82269.85,82334.81,,BTC/GBP
2025-01-31 19:00:00,82622.02,82978.81,82277.88,82545.68,,BTC/GBP
2025-01-31 18:30:00,83670.87,83671.3,82599.98,82665.88,,BTC/GBP
2025-01-31 18:00:00,83890.01,84004.33,83638.51,83676.37,,BTC/GBP
2025-01-31 17:30:00,84141.89,84153.03,83840.77,83890,,BTC/GBP
2025-01-31 17:00:00,84350.54,84350.54,83876.4,84130.41,,BTC/GBP
2025-01-31 16:30:00,84252.15,84446.58,84108.02,84347.08,,BTC/GBP
2025-01-31 16:00:00,84821.19,84958.29,84146.74,84232.78,,BTC/GBP
2025-01-31 15:30:00,84718.24,85325.23,84718.24,84804.27,,BTC/GBP
2025-01-31 15:00:00,84250.32,84750,84250.32,84703.33,,BTC/GBP
2025-01-31 14:30:00,84452,84577.41,83916.17,84229.94,,BTC/GBP
2025-01-31 14:00:00,84308.31,84493.76,84234.18,84451.52,,BTC/GBP
2025-01-31 13:30:00,84422.36,84463.78,84196.25,84295.21,,BTC/GBP
2025-01-31 13:00:00,84255.43,84476.51,84245.1,84397.05,,BTC/GBP
2025-01-31 12:30:00,84256.51,84285.45,84135,84258.88,,BTC/GBP
2025-01-31 12:00:00,84342.6,84419.9,84225.8,84270.91,,BTC/GBP
2025-01-31 11:30:00,84423.78,84435.84,84194.95,84324.16,,BTC/GBP
2025-01-31 11:00:00,83943.43,84444.45,83917.42,84423.77,,BTC/GBP
2025-01-31 10:30:00,83786.08,84053.93,83733.93,83927.46,,BTC/GBP
2025-01-31 10:00:00,83868.13,83961.82,83625.49,83786.08,,BTC/GBP
2025-01-31 09:30:00,83879.76,84011.47,83815.18,83864.81,,BTC/GBP
2025-01-31 09:00:00,83723.28,83925.71,83640.44,83872.48,,BTC/GBP
2025-01-31 23:30:00,2661.62,2661.64,2643.6,2659.18,,ETH/GBP
2025-01-31 23:00:00,2656.35,2663.18,2648.54,2661.54,,ETH/GBP
2025-01-31 22:30:00,2673.44,2674.56,2647.36,2656.63,,ETH/GBP
2025-01-31 22:00:00,2674.99,2677.69,2657.36,2673.53,,ETH/GBP
2025-01-31 21:30:00,2650.28,2675.75,2643.31,2675.75,,ETH/GBP
2025-01-31 21:00:00,2672.49,2673.45,2647.95,2649.21,,ETH/GBP
2025-01-31 20:30:00,2668.6,2682.89,2666.22,2671.27,,ETH/GBP
2025-01-31 20:00:00,2688.32,2688.32,2648.41,2668.12,,ETH/GBP
2025-01-31 19:30:00,2680.48,2693.68,2671.72,2688.93,,ETH/GBP
2025-01-31 19:00:00,2671.61,2683.58,2667.55,2679.8,,ETH/GBP
2025-01-31 18:30:00,2692.56,2692.93,2655.59,2670.33,,ETH/GBP
2025-01-31 18:00:00,2707.58,2712.01,2691.95,2693.14,,ETH/GBP
2025-01-31 17:30:00,2721.69,2723.29,2703.49,2707.22,,ETH/GBP
2025-01-31 17:00:00,2732.2,2733.83,2715.98,2721.53,,ETH/GBP
2025-01-31 16:30:00,2733.26,2737.21,2722.11,2733.03,,ETH/GBP
2025-01-31 16:00:00,2755.69,2765.06,2729.1,2730.01,,ETH/GBP
2025-01-31 15:30:00,2732.39,2757.45,2730.16,2756.39,,ETH/GBP
2025-01-31 15:00:00,2705.44,2734.41,2701.73,2732.2,,ETH/GBP
2025-01-31 14:30:00,2715.46,2720.19,2687.24,2704.24,,ETH/GBP
2025-01-31 14:00:00,2703.91,2718.2,2698.53,2713.82,,ETH/GBP
2025-01-31 13:30:00,2701.33,2704.89,2690.66,2702.34,,ETH/GBP
2025-01-31 13:00:00,2699.33,2707.2,2694.98,2701.12,,ETH/GBP
2025-01-31 12:30:00,2696.27,2703.47,2691.57,2699.33,,ETH/GBP
2025-01-31 12:00:00,2685.55,2702.19,2677.56,2697.31,,ETH/GBP
2025-01-31 11:30:00,2679.73,2687.88,2674.26,2684.95,,ETH/GBP
2025-01-31 11:00:00,2632.52,2684.04,2632.52,2684.04,,ETH/GBP
2025-01-31 10:30:00,2624.84,2633.63,2619.89,2632.24,,ETH/GBP
2025-01-31 10:00:00,2624.66,2633.5,2621.64,2624.24,,ETH/GBP
2025-01-31 09:30:00,2617.31,2633.16,2616.94,2624.1,,ETH/GBP
2025-01-31 09:00:00,2606.12,2617.6,2603.39,2617.6,,ETH/GBP
2025-01-31 23:30:00,186.17999,186.72000,185.75999,186.72000,,SOL/GBP
2025-01-31 23:00:00,186.5,186.5,185.56000,186.19000,,SOL/GBP
2025-01-31 22:30:00,186.22000,187.029999,185.59000,186.28999,,SOL/GBP
2025-01-31 22:00:00,185.61000,186.19000,185,186.19000,,SOL/GBP
2025-01-31 21:30:00,184.21001,185.61000,183.96001,185.60001,,SOL/GBP
2025-01-31 21:00:00,185.17999,185.58000,184.16000,184.64000,,SOL/GBP
2025-01-31 20:30:00,184.58000,185.36000,184.39000,185.050003,,SOL/GBP
2025-01-31 20:00:00,185.77000,185.77000,184.17999,184.77000,,SOL/GBP
2025-01-31 19:30:00,186.75,187.50999,185.48000,185.78999,,SOL/GBP
2025-01-31 19:00:00,185.72000,186.89000,185.53000,186.74001,,SOL/GBP
2025-01-31 18:30:00,187.60001,187.74001,185.47000,185.75,,SOL/GBP
2025-01-31 18:00:00,188.91000,188.91000,187.64999,187.64999,,SOL/GBP
2025-01-31 17:30:00,190.91000,191.050003,188.91000,188.92999,,SOL/GBP
2025-01-31 17:00:00,191.58000,191.73000,190.34000,190.87000,,SOL/GBP
2025-01-31 16:30:00,191.42999,192.16000,190.99001,191.73000,,SOL/GBP
2025-01-31 16:00:00,193.17000,193.17999,191.029999,191.53999,,SOL/GBP
2025-01-31 15:30:00,193.0099945,193.85001,192.82001,193.22000,,SOL/GBP
2025-01-31 15:00:00,190.42000,193.14999,190.42000,193.039993,,SOL/GBP
2025-01-31 14:30:00,193.039993,193.71001,190.37000,190.47000,,SOL/GBP
2025-01-31 14:00:00,193.58000,193.64999,192.52000,192.73000,,SOL/GBP
2025-01-31 13:30:00,194.17999,194.37000,192.80000,193.52000,,SOL/GBP
2025-01-31 13:00:00,193.73000,194.55000,193.73000,194.12000,,SOL/GBP
2025-01-31 12:30:00,192.80000,193.88000,192.17999,193.80000,,SOL/GBP
2025-01-31 12:00:00,192.17999,193.28999,191.55000,192.78999,,SOL/GBP
2025-01-31 11:30:00,191.94000,192.46001,191.42000,192.37000,,SOL/GBP
2025-01-31 11:00:00,190.059998,191.86000,190.039993,191.86000,,SOL/GBP
2025-01-31 10:30:00,189.36000,190.37000,189.059998,190,,SOL/GBP
2025-01-31 10:00:00,189.70000,189.88000,189.12000,189.35001,,SOL/GBP
2025-01-31 09:30:00,189.059998,189.70000,188.92000,189.60001,,SOL/GBP
2025-01-31 09:00:00,189.23000,189.82001,188.59000,188.98000,,SOL/GBP
